"","Lat","Long","Site","Type","Date","Jour","Mois","An","Transect","Repetition","Depart_h","Arrive_h","Obs_h","Nom_sientifique","Genus","Spp","Nom_vernaculari","N_ind","N_juv","N_ad","N_m","N_f","Elevation_obs","Angle","Dis","Hauteur","Comportement","Plante","Support","Commentaire","Photo_ID"
"470","0",0,"Ambodivoara","Diurnal",2022-07-22,22,7,2022,"1",20,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"471","0",0,"Ambodivoara","Diurnal",2022-07-22,22,7,2022,"2",22,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"472","0",0,"Ambodivoara","Diurnal",2022-07-23,23,7,2022,"3",17,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"473","0",0,"Ambodivoara","Diurnal",2022-07-23,23,7,2022,"4",12,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"474","0",0,"Ambodivoara","Diurnal",2022-07-25,25,7,2022,"4",13,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"475","-14.51816",49.42979,"Ambodivoara","Diurnal",2022-07-25,25,7,2022,"1",21,"0","0","0","Eulemur_rubriventer","Eulemur","rubriventer","Tongona","2",NA,NA,1,1,1136,0,0,NA,"R̩pos",NA,NA,"",NA
"476","-14.51614",49.43006,"Ambodivoara","Diurnal",2022-07-25,25,7,2022,"1",21,"0","0","0","Propithecus_candidus","Propithecus","candidus","Simpona","3",NA,NA,1,2,1219,90,7,NA,"Bain soleil",NA,NA,"",NA
"477","-14.51668",49.43035,"Ambodivoara","Diurnal",2022-07-27,27,7,2022,"1",22,"0","0","0","Eulemur_albifrons","Eulemur","albifrons","Akomba Fotsy Loha","5",NA,NA,3,2,1197,285,5,NA,"Depacement",NA,NA,"",NA
"478","0",0,"Ambodivoara","Diurnal",2022-07-27,27,7,2022,"2",23,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"479","0",0,"Ambodivoara","Diurnal",2022-07-28,28,7,2022,"1",23,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"480","0",0,"Ambodivoara","Diurnal",2022-07-28,28,7,2022,"4",14,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"481","0",0,"Ambodivoara","Diurnal",2022-07-29,29,7,2022,"4",15,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"482","0",0,"Ambodivoara","Diurnal",2022-07-30,30,7,2022,"3",18,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"483","0",0,"Ambodivoara","Diurnal",2022-07-30,30,7,2022,"4",16,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"484","0",0,"Ambodivoara","Diurnal",2022-08-01,1,8,2022,"2",24,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"485","0",0,"Ambodivoara","Diurnal",2022-08-01,1,8,2022,"4",17,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"486","0",0,"Ambodivoara","Diurnal",2022-08-02,2,8,2022,"1",24,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"487","0",0,"Ambodivoara","Diurnal",2022-08-02,2,8,2022,"2",25,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"488","-14.52284",49.43063,"Ambodivoara","Diurnal",2022-08-03,3,8,2022,"4",18,"0","0","0","Propithecus_candidus","Propithecus","candidus","Simpona","3",NA,NA,1,2,1086,40,3,NA,"Nourrir","Rotro",NA,"",NA
"489","-14.52531",49.42871,"Ambodivoara","Diurnal",2022-08-03,3,8,2022,"4",18,"0","0","0","Eulemur_albifrons","Eulemur","albifrons","Akomba Fotsy Loha","1",NA,NA,1,NA,1186,290,10,NA,"",NA,NA,"",NA
"490","0",0,"Ambodivoara","Diurnal",2022-08-03,3,8,2022,"3",19,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"491","-14.5163",49.43011,"Ambodivoara","Diurnal",2022-08-04,4,8,2022,"1",25,"0","0","0","Propithecus_candidus","Propithecus","candidus","Simpona","3",NA,NA,1,2,1213,250,4,NA,"R̩pos",NA,NA,"",NA
"492","0",0,"Ambodivoara","Diurnal",2022-08-04,4,8,2022,"2",26,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"493","0",0,"Ambodivoara","Diurnal",2022-08-05,5,8,2022,"3",20,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"494","0",0,"Ambodivoara","Diurnal",2022-08-05,5,8,2022,"4",19,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"495","0",0,"Ambodivoara","Diurnal",2022-08-06,6,8,2022,"4",20,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"496","0",0,"Ambodivoara","Diurnal",2022-08-06,6,8,2022,"1",26,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"497","0",0,"Ambodivoara","Diurnal",2022-08-08,8,8,2022,"1",27,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"498","0",0,"Ambodivoara","Diurnal",2022-08-08,8,8,2022,"4",21,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"499","-14.41942",49.42598,"Ambodivoara","Diurnal",2022-08-09,9,8,2022,"3",21,"0","0","0","Eulemur_rubriventer","Eulemur","rubriventer","Tongona","3",NA,NA,2,1,1220,120,10,NA,"D̩placement",NA,NA,"",NA
"500","0",0,"Ambodivoara","Diurnal",2022-08-09,9,8,2022,"1",28,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"501","0",0,"Ambodivoara","Diurnal",2022-08-10,10,8,2022,"3",22,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"502","0",0,"Ambodivoara","Diurnal",2022-08-10,10,8,2022,"4",22,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"503","0",0,"Ambodivoara","Diurnal",2022-08-11,11,8,2022,"2",27,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"504","0",0,"Ambodivoara","Diurnal",2022-08-11,11,8,2022,"2",27,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"505","0",0,"Ambodivoara","Diurnal",2022-08-12,12,8,2022,"1",29,"0","0",NA,NA,NA,NA,NA,"0",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"",NA
"506","0",0,"Ambodivoara","Nocturnal",2022-06-13,13,6,2022,"3",2,"0","0","0","Lepilemur_seali","Lepilemur","seali","Fitsidika","1",NA,NA,NA,NA,1262,30,8,NA,"R̩pos",NA,NA,"",NA
"507","0",0,"Ambodivoara","Nocturnal",2022-06-13,13,6,2022,"3",2,"0","0","0","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsihy","1",NA,NA,NA,NA,1163,70,11,NA,"R̩pos",NA,NA,"",NA
"508","0",0,"Ambodivoara","Nocturnal",2022-06-13,13,6,2022,"3",2,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1198,15,3,NA,"D̩placement",NA,NA,"",NA
"509","0",0,"Ambodivoara","Nocturnal",2022-06-13,13,6,2022,"3",2,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1211,80,12,NA,"R̩pos",NA,NA,"",NA
"510","0",0,"Ambodivoara","Nocturnal",2022-06-13,13,6,2022,"3",2,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1259,89,7,NA,"D̩placement",NA,NA,"",NA
"511","0",0,"Ambodivoara","Nocturnal",2022-06-13,13,6,2022,"3",2,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1217,60,15,NA,"R̩pos",NA,NA,"",NA
"512","0",0,"Ambodivoara","Nocturnal",2022-06-13,13,6,2022,"3",2,"0","0","0","Avahi_laniger","Avahi","laniger","Fotsife","2",NA,NA,NA,NA,1082,40,15,NA,"R̩pos",NA,NA,"",NA
"513","0",0,"Ambodivoara","Nocturnal",2022-06-15,15,6,2022,"1",3,"0","0","0","Avahi_laniger","Avahi","laniger","Fotsife","2",NA,NA,NA,NA,1100,40,16,NA,"R̩pos",NA,NA,"",NA
"514","0",0,"Ambodivoara","Nocturnal",2022-06-15,15,6,2022,"1",3,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1147,35,20,NA,"R̩pos",NA,NA,"",NA
"515","0",0,"Ambodivoara","Nocturnal",2022-06-15,15,6,2022,"1",3,"0","0","0","Lepilemur_seali","Lepilemur","seali","Fitsidika","1",NA,NA,NA,NA,1150,20,12,NA,"R̩pos",NA,NA,"",NA
"516","0",0,"Ambodivoara","Nocturnal",2022-06-15,15,6,2022,"1",3,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1229,40,12,NA,"D̩placement",NA,NA,"",NA
"517","0",0,"Ambodivoara","Nocturnal",2022-06-15,15,6,2022,"1",3,"0","0","0","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1116,50,4,NA,"R̩pos",NA,NA,"",NA
"518","0",0,"Ambodivoara","Nocturnal",2022-06-16,16,6,2022,"2",5,"0","0","0","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1084,45,3,NA,"R̩pos",NA,NA,"",NA
"519","0",0,"Ambodivoara","Nocturnal",2022-06-16,16,6,2022,"2",5,"0","0","0","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1083,30,7,NA,"R̩pos",NA,NA,"",NA
"520","0",0,"Ambodivoara","Nocturnal",2022-06-16,16,6,2022,"2",5,"0","0","0","Avahi_laniger","Avahi","laniger","Fotsife","1",NA,NA,NA,NA,1114,75,20,NA,"R̩pos",NA,NA,"",NA
"521","0",0,"Ambodivoara","Nocturnal",2022-06-16,16,6,2022,"2",5,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1150,45,10,NA,"R̩pos",NA,NA,"",NA
"522","0",0,"Ambodivoara","Nocturnal",2022-06-16,16,6,2022,"2",5,"0","0","0","Avahi_laniger","Avahi","laniger","Fotsife","1",NA,NA,NA,NA,1012,20,12,NA,"R̩pos",NA,NA,"",NA
"523","0",0,"Ambodivoara","Nocturnal",2022-06-16,16,6,2022,"2",5,"0","0","0","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1012,30,8,NA,"R̩pos",NA,NA,"",NA
"524","-145,981",49.43025,"Ambodivoara","Nocturnal",2022-06-18,18,6,2022,"2",6,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","2",NA,NA,NA,NA,NA,0,0,NA,"R̩pos",NA,NA,"",NA
"525","14.520351",49.433923,"Ambodivoara","Nocturnal",2022-06-18,18,6,2022,"2",6,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,NA,0,0,NA,"D̩placement",NA,NA,"",NA
"526","14.519819",49.434236,"Ambodivoara","Nocturnal",2022-06-18,18,6,2022,"2",6,"0","0","0","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,NA,283,6,NA,"R̩pos",NA,NA,"",NA
"527","14.517465",49.43304,"Ambodivoara","Nocturnal",2022-06-18,18,6,2022,"2",6,"0","0","0","Lepilemur_seali","Lepilemur","seali","Fitsidika","2",NA,NA,NA,NA,NA,298,22,NA,"R̩pos",NA,NA,"",NA
"528","-14.52128",49.42994,"Ambodivoara","Nocturnal",2022-06-17,17,6,2022,"3",3,"0","0","0","Propithecus_candidus","Propithecus","candidus","Simpona","3",NA,NA,NA,NA,NA,85,23,NA,"R̩pos",NA,NA,"Dormir",NA
"529","-14.52128",49.42994,"Ambodivoara","Nocturnal",2022-06-17,17,6,2022,"3",3,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,NA,40,6,NA,"R̩pos",NA,NA,"",NA
"530","-14.52123",49.42983,"Ambodivoara","Nocturnal",2022-06-17,17,6,2022,"3",3,"0","0","0","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,NA,44,5,NA,"R̩pos",NA,NA,"",NA
"531","-14.52123",49.42983,"Ambodivoara","Nocturnal",2022-06-17,17,6,2022,"3",3,"0","0","0","Avahi_laniger","Avahi","laniger","Fotsife","1",NA,NA,NA,NA,NA,70,3,NA,"R̩pos",NA,NA,"",NA
"532","-14.52122",49.42862,"Ambodivoara","Nocturnal",2022-06-17,17,6,2022,"3",3,"0","0","0","Lepilemur_seali","Lepilemur","seali","Fitsidika","1",NA,NA,NA,NA,NA,80,2,NA,"R̩pos",NA,NA,"",NA
"533","-14.51941",49.42444,"Ambodivoara","Nocturnal",2022-06-17,17,6,2022,"3",3,"0","0","0","Propithecus_candidus","Propithecus","candidus","Simpona","3",NA,NA,NA,NA,NA,70,20,NA,"R̩pos",NA,NA,"Dormir",NA
"534","-14.51961",49.42416,"Ambodivoara","Nocturnal",2022-06-17,17,6,2022,"3",3,"0","0","0","Eulemur_rubriventer","Eulemur","rubriventer","Tongona",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D̩placement",NA,NA,"Vocalisation",NA
"535","-14.52067",49.42719,"Ambodivoara","Nocturnal",2022-06-17,17,6,2022,"3",3,"0","0","0","Lepilemur_seali","Lepilemur","seali","Fitsidika","1",NA,NA,NA,NA,NA,30,3,NA,"R̩pos",NA,NA,"",NA
"536","-14.51841",49.42971,"Ambodivoara","Nocturnal",2022-06-18,18,6,2022,"1",4,"0","0","0","Avahi_laniger","Avahi","laniger","Fotsife","1",NA,NA,NA,NA,1095,309,9,NA,"R̩pos",NA,NA,"",NA
"537","-14.51559",49.42983,"Ambodivoara","Nocturnal",2022-06-18,18,6,2022,"1",4,"0","0","0","Avahi_laniger","Avahi","laniger","Fotsife","1",NA,NA,NA,NA,1213,0,0,NA,"R̩pos",NA,NA,"",NA
"538","-14.52126",49.42982,"Ambodivoara","Nocturnal",2022-06-20,20,6,2022,"3",4,"0","0","0","Cheirogaleus_crossleyi","Cheirogaleus","crossleyi","Tsitsihy","1",NA,NA,NA,NA,1083,90,30,NA,"R̩pos",NA,NA,"",NA
"539","-14.52119",49.42981,"Ambodivoara","Nocturnal",2022-06-20,20,6,2022,"3",4,"0","0","0","Lepilemur_seali","Lepilemur","seali","Fitsidika","1",NA,NA,NA,NA,NA,90,5,NA,"R̩pos",NA,NA,"",NA
"540","0",0,"Ambodivoara","Nocturnal",2022-06-20,20,6,2022,"3",4,"0","0","0","Eulemur_rubriventer","Eulemur","rubriventer","Tongona",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D̩placement",NA,NA,"Vocalisation",NA
"541","-14.52123",49.42864,"Ambodivoara","Nocturnal",2022-06-20,20,6,2022,"3",4,"0","0","0","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1141,299,3,NA,"R̩pos",NA,NA,"",NA
"542","-14.5212",49.42856,"Ambodivoara","Nocturnal",2022-06-20,20,6,2022,"3",4,"0","0","0","Eulemur_rubriventer","Eulemur","rubriventer","Tongona","1",NA,NA,NA,2,1141,90,15,NA,"R̩pos",NA,NA,"Dormir",NA
"543","-14.52121",49.42845,"Ambodivoara","Nocturnal",2022-06-20,20,6,2022,"3",4,"0","0","0","Lepilemur_seali","Lepilemur","seali","Fitsidika","1",NA,NA,NA,NA,1141,90,17,NA,"R̩pos",NA,NA,"",NA
"544","-14.52119",49.42802,"Ambodivoara","Nocturnal",2022-06-20,20,6,2022,"3",4,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1146,90,11,NA,"R̩pos",NA,NA,"",NA
"545","-14.52035",49.42674,"Ambodivoara","Nocturnal",2022-06-20,20,6,2022,"3",4,"0","0","0","Lepilemur_seali","Lepilemur","seali","Fitsidika","1",NA,NA,NA,NA,1192,90,20,NA,"R̩pos",NA,NA,"",NA
"546","-14.52034",49.42673,"Ambodivoara","Nocturnal",2022-06-20,20,6,2022,"3",4,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1195,239,8,NA,"R̩pos",NA,NA,"",NA
"547","-14.51963",49.42622,"Ambodivoara","Nocturnal",2022-06-20,20,6,2022,"3",4,"0","0","0","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1212,260,20,NA,"R̩pos",NA,NA,"",NA
"548","-14.51963",49.42423,"Ambodivoara","Nocturnal",2022-06-20,20,6,2022,"3",4,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1250,0,0,NA,"R̩pos",NA,NA,"",NA
"549","-14.52006",49.42328,"Ambodivoara","Nocturnal",2022-06-20,20,6,2022,"3",4,"0","0","0","Lepilemur_seali","Lepilemur","seali","Fitsidika","1",NA,NA,NA,NA,1267,90,3,NA,"R̩pos",NA,NA,"",NA
"550","-14.52011",49.4232,"Ambodivoara","Nocturnal",2022-06-20,20,6,2022,"3",4,"0","0","0","Lepilemur_seali","Lepilemur","seali","Fitsidika","1",NA,NA,NA,NA,1273,90,1,NA,"R̩pos",NA,NA,"",NA
"551","-14.51644",49.43017,"Ambodivoara","Nocturnal",2022-06-21,21,6,2022,"1",5,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1194,0,0,NA,"D̩placement rapide",NA,NA,"",NA
"552","-14.51674",49.43026,"Ambodivoara","Nocturnal",2022-06-21,21,6,2022,"1",5,"0","0","0","Avahi_laniger","Avahi","laniger","Fotsife","1",NA,NA,NA,NA,1194,98,20,NA,"R̩pos",NA,NA,"",NA
"553","-14.51511",49.43295,"Ambodivoara","Nocturnal",2022-06-22,22,6,2022,"2",7,"0","0","0","Avahi_laniger","Avahi","laniger","Fotsife","2",NA,NA,NA,NA,1298,120,2,NA,"D̩placement rapide",NA,NA,"",NA
"554","-14.51544",49.43275,"Ambodivoara","Nocturnal",2022-06-22,22,6,2022,"2",7,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1289,90,4,NA,"D̩placement",NA,NA,"",NA
"555","-14.51811",49.43319,"Ambodivoara","Nocturnal",2022-06-22,22,6,2022,"2",7,"0","0","0","Lepilemur_seali","Lepilemur","seali","Fitsidika","1",NA,NA,NA,NA,1161,90,2,NA,"R̩pos",NA,NA,"",NA
"556","-14.51907",49.43416,"Ambodivoara","Nocturnal",2022-06-22,22,6,2022,"2",7,"0","0","0","Lepilemur_seali","Lepilemur","seali","Fitsidika","1",NA,NA,NA,NA,1102,90,30,NA,"R̩pos",NA,NA,"",NA
"557","-14.51907",49.43416,"Ambodivoara","Nocturnal",2022-06-22,22,6,2022,"2",7,"0","0","0","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1102,90,15,NA,"R̩pos",NA,NA,"",NA
"558","-14.51965",49.43436,"Ambodivoara","Nocturnal",2022-06-22,22,6,2022,"2",7,"0","0","0","Avahi_laniger","Avahi","laniger","Fotsife",NA,NA,NA,NA,NA,1092,NA,NA,NA,"Vocale",NA,NA,"",NA
"559","-14.5277",49.42688,"Ambodivoara","Nocturnal",2022-06-23,23,6,2022,"4",1,"0","0","0","Avahi_laniger","Avahi","laniger","Fotsife","1",NA,NA,NA,NA,1275,42,13,NA,"R̩pos",NA,NA,"",NA
"560","-14.52647",49.42801,"Ambodivoara","Nocturnal",2022-06-23,23,6,2022,"4",1,"0","0","0","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1204,38,12,NA,"R̩pos",NA,NA,"",NA
"561","-14.5246",49.42936,"Ambodivoara","Nocturnal",2022-06-23,23,6,2022,"4",1,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1146,60,9,NA," D̩placement",NA,NA,"",NA
"562","-14.52415",49.43016,"Ambodivoara","Nocturnal",2022-06-23,23,6,2022,"4",1,"0","0","0","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1129,290,24,NA,"D̩placement",NA,NA,"",NA
"563","-14.52356",49.43028,"Ambodivoara","Nocturnal",2022-06-23,23,6,2022,"4",1,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1119,240,22,NA,"D̩placement",NA,NA,"",NA
"564","0",0,"Ambodivoara","Nocturnal",2022-06-27,27,6,2022,"3",5,"0","0","0","Eulemur_rubriventer","Eulemur","rubriventer","Tongona",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vocale",NA,NA,"",NA
"565","-14.51952",49.42614,"Ambodivoara","Nocturnal",2022-06-27,27,6,2022,"3",5,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1232,70,12,NA,"D̩placement",NA,NA,"",NA
"566","-14.52073",49.42725,"Ambodivoara","Nocturnal",2022-06-27,27,6,2022,"3",5,"0","0","0","Avahi_laniger","Avahi","laniger","Fotsife","1",NA,NA,NA,NA,1181,120,10,NA,"R̩pos",NA,NA," ",NA
"567","0",0,"Ambodivoara","Nocturnal",2022-06-27,27,6,2022,"3",5,"0","0","0","Eulemur_albifrons","Eulemur","albifrons","Akomba Fotsy Loha",NA,NA,NA,4,1,NA,NA,NA,NA,"Dormir",NA,NA,"",NA
"568","-14.52127",49.4301,"Ambodivoara","Nocturnal",2022-06-27,27,6,2022,"3",5,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1062,318,6,NA,"D̩placement",NA,NA,"",NA
"569","-14.52036",49.43365,"Ambodivoara","Nocturnal",2022-06-28,28,6,2022,"2",8,"0","0","0","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1040,74,16,NA,"R̩pos",NA,NA,"",NA
"570","-14.51954",49.43427,"Ambodivoara","Nocturnal",2022-06-28,28,6,2022,"2",8,"0","0","0","Avahi_laniger","Avahi","laniger","Fotsife","3",NA,NA,NA,NA,1091,90,12,NA,"R̩pos",NA,NA,"",NA
"571","-14.51744",49.43291,"Ambodivoara","Nocturnal",2022-06-28,28,6,2022,"2",8,"0","0","0","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1194,60,6,NA,"D̩placement",NA,NA,"",NA
"572","-14.52387",49.43023,"Ambodivoara","Nocturnal",2022-06-29,29,6,2022,"4",2,"0","0","0","Avahi_laniger","Avahi","laniger","Fotsife","1",NA,NA,1,1,1074,70,4,NA,"R̩pos",NA,NA,"",NA
"573","-14.52415",49.43012,"Ambodivoara","Nocturnal",2022-06-29,29,6,2022,"4",2,"0","0","0","Lepilemur_seali","Lepilemur","seali","Fitsidika","1",NA,NA,NA,NA,1116,310,16,NA,"R̩pos",NA,NA,"",NA
"574","-14.52433",49.42988,"Ambodivoara","Nocturnal",2022-06-29,29,6,2022,"4",2,"0","0","0","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1112,280,10,NA,"R̩pos",NA,NA,"",NA
"575","-14.52469",49.4292,"Ambodivoara","Nocturnal",2022-06-29,29,6,2022,"4",2,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1146,70,13,NA,"D̩placement",NA,NA,"",NA
"576","-14.52496",49.42888,"Ambodivoara","Nocturnal",2022-06-29,29,6,2022,"4",2,"0","0","0","Avahi_laniger","Avahi","laniger","Fotsife","1",NA,NA,NA,NA,1150,72,9,NA,"R̩pos",NA,NA,"",NA
"577","-14.52793",49.42675,"Ambodivoara","Nocturnal",2022-06-29,29,6,2022,"4",2,"0","0","0","Lepilemur_seali","Lepilemur","seali","Fitsidika","1",NA,NA,NA,NA,1290,52,6,NA,"R̩pos",NA,NA,"",NA
"578","-14.52136",49.4307,"Ambodivoara","Nocturnal",2022-06-29,29,6,2022,"4",2,"0","0","0","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1031,NA,10,NA,"R̩pos",NA,NA,"",NA
"579","-14.51775",49.43004,"Ambodivoara","Nocturnal",2022-06-30,30,6,2022,"1",6,"0","0","0","Avahi_laniger","Avahi","laniger","Fotsife","1",NA,NA,NA,NA,1146,50,3,NA,"R̩pos",NA,NA,"",NA
"580","-14.52121",49.4296,"Ambodivoara","Nocturnal",2022-07-04,4,7,2022,"3",6,"0","0","0","Allocebus_trichotis","Allocebus","trichotis","Kandrandra","1",NA,NA,NA,NA,1206,243,7,NA,"R̩pos",NA,NA," ",NA
"581","-14.52151",49.42909,"Ambodivoara","Nocturnal",2022-07-04,4,7,2022,"3",6,"0","0","0","Lepilemur_seali","Lepilemur","seali","Fitsidika","1",NA,NA,NA,NA,1107,280,6,NA,"R̩pos",NA,NA,"",NA
"582","-14.52153",49.429,"Ambodivoara","Nocturnal",2022-07-04,4,7,2022,"3",6,"0","0","0","Lepilemur_seali","Lepilemur","seali","Fitsidika","1",NA,NA,NA,NA,1130,62,22,NA,"R̩pos",NA,NA,"",NA
"583","-14.52067",49.42722,"Ambodivoara","Nocturnal",2022-07-04,4,7,2022,"3",6,"0","0","0","Microcebus_mittermeieri","Microcebus","mittermeieri","Tsidy","1",NA,NA,NA,NA,1192,90,10,NA,"D̩placement",NA,NA,"",NA
"584","-14.52348",49.43033,"Ambodivoara","Nocturnal",2022-07-05,5,7,2022,"4",3,"0","0","0","Propithecus_candidus","Propithecus","candidus","Simpona","3",NA,NA,NA,NA,1104,98,28,NA,"Dormir",NA,NA,"",NA
