"","Elevation","CanopyHeight","Ruggedness","ForestCover","ForestLoss","SiteTransect","ForestLossProp","Species"
"149",1197.89473684211,25.825,23.7386921631662,99,0,"Ambodihasina_1",0,"Avahi_laniger"
"150",1187.47663551402,25.6444444444444,21.9762376624847,109,0,"Ambodihasina_2",0,"Avahi_laniger"
"151",1097.83529411765,24.2201834862385,25.3151773564956,89,0,"Ambodihasina_3",0,"Avahi_laniger"
"152",1138.92682926829,21.9463087248322,34.4133482367043,121,0,"Ambodimandresy_1",0,"Avahi_laniger"
"153",1094.77777777778,23.4545454545455,40.7292146201086,98,0,"Ambodimandresy_2",0,"Avahi_laniger"
"154",1061.73770491803,25.3354838709677,28.4395348126771,127,0,"Ambodimandresy_3",0,"Avahi_laniger"
"155",1162.75352112676,24.406976744186,34.0444836482196,141,5,"Ambodivoara_1",0.0354609929078014,"Avahi_laniger"
"156",1126.23529411765,24.2808219178082,39.8897378665058,122,0,"Ambodivoara_2",0,"Avahi_laniger"
"157",1160.99259259259,26.3035714285714,32.0508674515618,140,3,"Ambodivoara_3",0.0214285714285714,"Avahi_laniger"
"158",1126.79562043796,22.2289156626506,33.8070323832714,135,9,"Ambodivoara_4",0.0666666666666667,"Avahi_laniger"
"159",1049.41025641026,24.530612244898,32.707903110064,79,0,"Ambodivoara_5",0,"Avahi_laniger"
"160",1083.8904109589,17.875,23.3515343796717,73,0,"AmbodivohitraKobahina_1",0,"Avahi_laniger"
"161",1121.21428571429,23.65,23.8926364159097,95,0,"AmbodivohitraKobahina_2",0,"Avahi_laniger"
"162",1078.96363636364,23.5522388059701,19.1745802792636,110,0,"AmbodivohitraKobahina_3",0,"Avahi_laniger"
"163",1165.6644295302,20.6284153005464,21.6584783240453,151,0,"Androfiabe_1",0,"Avahi_laniger"
"164",1164.41176470588,20.7049180327869,19.3793928856943,157,0,"Androfiabe_2",0,"Avahi_laniger"
"165",1080.87586206897,22.1920903954802,26.3396543108184,143,0,"Androfiabe_3",0,"Avahi_laniger"
"166",1191.67777777778,23.8909090909091,32.9083208825853,93,0,"Antanambe_1",0,"Avahi_laniger"
"167",1117.00900900901,24.9230769230769,25.3773477850734,120,1,"Antanambe_2",0.00833333333333333,"Avahi_laniger"
"168",1145.84285714286,22.092485549133,34.1994919095721,139,4,"Antanambe_3",0.0287769784172662,"Avahi_laniger"
"169",1239.93023255814,21.9285714285714,28.2362746970598,88,0,"Befamatra_1",0,"Avahi_laniger"
"170",1233,26.9058823529412,32.1343639937925,71,0,"Befamatra_2",0,"Avahi_laniger"
"171",1403.41333333333,25.3372093023256,28.2244500732422,74,0,"Befamatra_3",0,"Avahi_laniger"
"172",978.204081632653,21.563025210084,29.8971817444782,97,0,"Betaolana_1",0,"Avahi_laniger"
"173",1158.40217391304,21.0614035087719,35.3930500901264,95,2,"Betaolana_2",0.0210526315789474,"Avahi_laniger"
"174",1078.015625,25.2516129032258,24.0835988558829,133,0,"Betaolana_3",0,"Avahi_laniger"
"175",1160.9068627451,21.0961538461539,25.5328577125774,208,0,"Ambavala_1",0,"Cheirogaleus_crossleyi"
"176",1112.02702702703,22.4247311827957,26.3523208096221,152,0,"Ambavala_2",0,"Cheirogaleus_crossleyi"
"177",1069.19444444444,22.8666666666667,21.9777253283395,180,2,"Ambavala_3",0.0111111111111111,"Cheirogaleus_crossleyi"
"178",1194.03012048193,25.9613526570048,23.555560876088,168,0,"Ambodihasina_1",0,"Cheirogaleus_crossleyi"
"179",1189.23076923077,25.3896103896104,22.1636625855834,189,0,"Ambodihasina_2",0,"Cheirogaleus_crossleyi"
"180",1097.72368421053,23.5425531914894,24.2928245883239,156,2,"Ambodihasina_3",0.0128205128205128,"Cheirogaleus_crossleyi"
"181",1132.82488479263,22.2373540856031,35.4649624450965,214,0,"Ambodimandresy_1",0,"Cheirogaleus_crossleyi"
"182",1091.20588235294,22.868544600939,40.5402289783253,171,0,"Ambodimandresy_2",0,"Cheirogaleus_crossleyi"
"183",1064.25821596244,25,29.9728599467748,215,0,"Ambodimandresy_3",0,"Cheirogaleus_crossleyi"
"184",1159.64502164502,23.7972027972028,34.8360751263507,233,8,"Ambodivoara_1",0.0343347639484979,"Cheirogaleus_crossleyi"
"185",1127.02105263158,24.2669491525424,41.9213035533303,192,0,"Ambodivoara_2",0,"Cheirogaleus_crossleyi"
"186",1156.46363636364,25.8014705882353,31.7904382944107,221,6,"Ambodivoara_3",0.0271493212669683,"Cheirogaleus_crossleyi"
"187",1126.75688073394,22.3236363636364,34.7796403968006,221,12,"Ambodivoara_4",0.0542986425339367,"Cheirogaleus_crossleyi"
"188",1054.13768115942,24.7142857142857,33.5193947881892,141,0,"Ambodivoara_5",0,"Cheirogaleus_crossleyi"
"189",1084.12,18.7564102564103,23.6235911140442,132,0,"AmbodivohitraKobahina_1",0,"Cheirogaleus_crossleyi"
"190",1122.02976190476,23.6538461538461,24.3305556859289,165,0,"AmbodivohitraKobahina_2",0,"Cheirogaleus_crossleyi"
"191",1077.68681318681,23.4594594594595,18.9522305425707,183,0,"AmbodivohitraKobahina_3",0,"Cheirogaleus_crossleyi"
"192",1161.89669421488,20.6798679867987,22.2753572995998,251,1,"Androfiabe_1",0.00398406374501992,"Cheirogaleus_crossleyi"
